source,source_url,source_job_id,scraped_at,country,title,original_title,company,location_raw,industry_raw,description,raw_text,posted_date,job_status
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/cloud-engineer-mf-99002,99002,2026-09-10T13:03:01.039325,Rwanda,Cloud Engineer (M/F),Cloud Engineer (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Cloud Engineer    profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Implement IAM policies and configure VPCs to create a scalable and secure Network for the application workloads.  
      Develop and manage AWS development and migration programs.  
      Build Data Integration scripts using Python to integrate with upstream/downstream systems (within AWS Cloud Services ecosystem).  
      Develop application code for programs while following coding standards.  
       Resolve queries/issues and provide Application/functional support.  
      Recommend changes to improve established Data Integration processes.  
      Provides...+plus","We are looking for  Cloud Engineer    profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Implement IAM policies and configure VPCs to create a scalable and secure Network for the application workloads.  
      Develop and manage AWS development and migration programs.  
      Build Data Integration scripts using Python to integrate with upstream/downstream systems (within AWS Cloud Services ecosystem).  
      Develop application code for programs while following coding standards.  
       Resolve queries/issues and provide Application/functional support.  
      Recommend changes to improve established Data Integration processes.  
      Provides...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/cloud-microservices-architect-mf-99003,99003,2026-09-10T13:03:01.039532,Rwanda,Cloud Microservices Architect (M/F),Cloud Microservices Architect (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Cloud Microservices Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Design, build, and maintain Cloud environments focusing on uptime, access, control, and Network security using automation and configuration management tools.  
      Guide the definition of best practices in collaboration with other areas of engineering group.  
      Research and provide guidance on adoption of new technologies.  
      Provide guidance to Product Managers on feasibility pf product requests.  
      You will be creating, recreating, rewriting and refactor applications.  
      You will be working on Cloud-based application development...+plus","We are looking for  Cloud Microservices Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Design, build, and maintain Cloud environments focusing on uptime, access, control, and Network security using automation and configuration management tools.  
      Guide the definition of best practices in collaboration with other areas of engineering group.  
      Research and provide guidance on adoption of new technologies.  
      Provide guidance to Product Managers on feasibility pf product requests.  
      You will be creating, recreating, rewriting and refactor applications.  
      You will be working on Cloud-based application development...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/cloud-system-administrator-mf-99004,99004,2026-09-10T13:03:01.039719,Rwanda,Cloud System Administrator (M/F),Cloud System Administrator (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Cloud System Administrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Installing, configuring and maintain softwares, servers (on premise / Cloud), Networks and firewalls .  
      Overseeing/troubleshoot system performance, troubleshooting issues and outages Creating a backup and safeguarding the data(on premise / Cloud) if there are any hindrances Performing system upgrades following new releases.  
      Ensuring/Sustaining Network integrity, server deployment, security and efficiency of IT infrastructure .  
      Monitoring and maintaining Network servers such as file servers, VPN gateways and intrusion detection systems...+plus","We are looking for  Cloud System Administrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Installing, configuring and maintain softwares, servers (on premise / Cloud), Networks and firewalls .  
      Overseeing/troubleshoot system performance, troubleshooting issues and outages Creating a backup and safeguarding the data(on premise / Cloud) if there are any hindrances Performing system upgrades following new releases.  
      Ensuring/Sustaining Network integrity, server deployment, security and efficiency of IT infrastructure .  
      Monitoring and maintaining Network servers such as file servers, VPN gateways and intrusion detection systems...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/cloud-system-integrator-mf-99005,99005,2026-09-10T13:03:01.039881,Rwanda,Cloud System Integrator (M/F),Cloud System Integrator (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Cloud System Integrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Create future-proof system architectures for our highly interconnected 4G/5G communication solutions.  
  Define competitive end-to-end solutions together with top experts from different teams in an international environment.  
  Demonstrate strong understanding of Networking and security architectures and engage in technical discussions with Network and security architects of large enterprises.  
  Present both industry and Zscaler technical architecture as it relates to customers and prospects environment and technical requirements.  
  Ensure that our solutions fit smoothly...+plus","We are looking for  Cloud System Integrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Create future-proof system architectures for our highly interconnected 4G/5G communication solutions.  
  Define competitive end-to-end solutions together with top experts from different teams in an international environment.  
  Demonstrate strong understanding of Networking and security architectures and engage in technical discussions with Network and security architects of large enterprises.  
  Present both industry and Zscaler technical architecture as it relates to customers and prospects environment and technical requirements.  
  Ensure that our solutions fit smoothly...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/cyber-security-engineer-mf-99006,99006,2026-09-10T13:03:01.040064,Rwanda,Cyber Security Engineer (M/F),Cyber Security Engineer (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Cyber Security Engineer  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Act as an internal subject matter expert with respect to CVA scanning and reporting. Assist in maintenance of the enterprise to VMLC (Vulnerability Management Life Cycle) policy and associated VM standard.  
  Conduct required tasks for the vulnerability scanning program and publish reported vulnerabilities to impacted teams for remediation.  
  Triage and risk rank vulnerabilities according to severity and exposure. Work with Product and IT teams to risk rank and patch vulnerabilities related to the technology stack. Develop remediation plans for vulnerabilities....+plus","We are looking for  Cyber Security Engineer  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Act as an internal subject matter expert with respect to CVA scanning and reporting. Assist in maintenance of the enterprise to VMLC (Vulnerability Management Life Cycle) policy and associated VM standard.  
  Conduct required tasks for the vulnerability scanning program and publish reported vulnerabilities to impacted teams for remediation.  
  Triage and risk rank vulnerabilities according to severity and exposure. Work with Product and IT teams to risk rank and patch vulnerabilities related to the technology stack. Develop remediation plans for vulnerabilities....+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/datastage-architect-mf-99007,99007,2026-09-10T13:03:01.040225,Rwanda,DATASTAGE Architect (M/F),DATASTAGE Architect (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  DATASTAGE Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Define and supervise all activities within your scope by using and optimising the resources allocated.  
  Control the implementation of the activities under your responsibility and report on the results.  
  Responsible for the level of service quality, compliance with standards and the level of safety within the assigned perimeter.  
  Supervise and monitor of assigned projects (monitoring of workloads, definition of deadlines and delivery milestones, identification of deliverables and work to be carried out, task planning, monitoring of work, management of corrective measures,...+plus","We are looking for  DATASTAGE Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Define and supervise all activities within your scope by using and optimising the resources allocated.  
  Control the implementation of the activities under your responsibility and report on the results.  
  Responsible for the level of service quality, compliance with standards and the level of safety within the assigned perimeter.  
  Supervise and monitor of assigned projects (monitoring of workloads, definition of deadlines and delivery milestones, identification of deliverables and work to be carried out, task planning, monitoring of work, management of corrective measures,...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/genesys-architect-mf-99008,99008,2026-09-10T13:03:01.040375,Rwanda,GENESYS Architect (M/F),GENESYS Architect (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  GENESYS Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Deep and relevant expertise on Genesis Cloud services, along with contact center industry experience.  
  Be the direct point of technical contact to provide high-quality consultancy for Genesys solutions to customers.  
  Develop and maintain integration and Cloud solutions.  
  Knowledge and experience on Cloud computing models (IaaS, PaaS, and SaaS).  
  Experience with software development and one or more development or scripting languages (e.g. Java. Golang, Python, JavaScript, TypeScript, Bash, PowerShell).  
  Self-starter with deep hands-on work experience with production...+plus","We are looking for  GENESYS Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Deep and relevant expertise on Genesis Cloud services, along with contact center industry experience.  
  Be the direct point of technical contact to provide high-quality consultancy for Genesys solutions to customers.  
  Develop and maintain integration and Cloud solutions.  
  Knowledge and experience on Cloud computing models (IaaS, PaaS, and SaaS).  
  Experience with software development and one or more development or scripting languages (e.g. Java. Golang, Python, JavaScript, TypeScript, Bash, PowerShell).  
  Self-starter with deep hands-on work experience with production...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/network-architect-mf-99009,99009,2026-09-10T13:03:01.040571,Rwanda,Network Architect (M/F),Network Architect (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Network Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Deliver Core Backbone Network Designs in alignment with industry best practices.  
  Deliver Customer Network Designs in alignment with industry best practices.  
  Support and Alignment with Internal Teams.  
  Contributor to Automation Stakeholders to deliver speed and accuracy for the enablement of new services.  
  Perform Core Network Changes.  
  Manage technical Network solutions and framework of [24]7 Network infrastructure.  
  Perform Network troubleshooting to isolate and diagnose common Network problems.  
  Upgrade Network hardware and software components as required...+plus","We are looking for  Network Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Deliver Core Backbone Network Designs in alignment with industry best practices.  
  Deliver Customer Network Designs in alignment with industry best practices.  
  Support and Alignment with Internal Teams.  
  Contributor to Automation Stakeholders to deliver speed and accuracy for the enablement of new services.  
  Perform Core Network Changes.  
  Manage technical Network solutions and framework of [24]7 Network infrastructure.  
  Perform Network troubleshooting to isolate and diagnose common Network problems.  
  Upgrade Network hardware and software components as required...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/dba-imsdb2-zosmf-99010,99010,2026-09-10T13:03:01.074882,Rwanda,DBA IMS/DB2 Z/OS(M/F),DBA IMS/DB2 Z/OS(M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  DBA IMS/DB2 Z/OS (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
		   
		  Mission:  
		   
		 
		 Assistance with Z/OS technical development. 
		 Project maintenance, support to Z analysts. 
		 Operational implementation of development projects. 
		 Ensure the maintenance in operational conditions. 
		 Carry out maintenance (version updates, patch management). 
		 Construction of new technical bases. 
		 Processing and level 3 incidents. 
		 Monitoring and analysing performance.+plus","We are looking for  DBA IMS/DB2 Z/OS (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
		   
		  Mission:  
		   
		 
		 Assistance with Z/OS technical development. 
		 Project maintenance, support to Z analysts. 
		 Operational implementation of development projects. 
		 Ensure the maintenance in operational conditions. 
		 Carry out maintenance (version updates, patch management). 
		 Construction of new technical bases. 
		 Processing and level 3 incidents. 
		 Monitoring and analysing performance.+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/zos-system-engineer-senior-storagemf-99011,99011,2026-09-10T13:03:01.075049,Rwanda,Z/OS System Engineer Senior Storage(M/F),Z/OS System Engineer Senior Storage(M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Z/OS System Engineer Senior Storage (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns.     Mission:  
		   
		 
		 Implementation, monitoring and operational technical management of operations. 
		 Enrichment and reloading of the z/OS mainframe environments for homologation and repetition of failovers. 
		 Definition of partitions (creation of the base, DBMS, transactional and flow middlewares, technical services, security), cloning and data feeding, interoperation with mainframe and distributed (non-mainframe) environments. 
		 Follow-up and technical management of operations of the various expertises (systems engineering and operations analysis) of the different...+plus","We are looking for  Z/OS System Engineer Senior Storage (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns.     Mission:  
		   
		 
		 Implementation, monitoring and operational technical management of operations. 
		 Enrichment and reloading of the z/OS mainframe environments for homologation and repetition of failovers. 
		 Definition of partitions (creation of the base, DBMS, transactional and flow middlewares, technical services, security), cloning and data feeding, interoperation with mainframe and distributed (non-mainframe) environments. 
		 Follow-up and technical management of operations of the various expertises (systems engineering and operations analysis) of the different...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/middleware-system-engineer-zos-mf-99012,99012,2026-09-10T13:03:01.075201,Rwanda,Middleware System Engineer Z/OS (M/F),Middleware System Engineer Z/OS (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for  Middleware System Engineer Z/OS (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
		   
		  Mission :  
		   
		 
		 Experienced Z/OS system engineer, able to install, configure, activate and perform both investigation and problem resolution of products typically used in a z/OS environment. 
		 Team in charge of the management of a mainframe environment (HW / SW) including associated security (RACF), storage (DASD, Tape, B&R, DRP), compliance, metrology, performance, automation, network aspects.+plus","We are looking for  Middleware System Engineer Z/OS (M/F)  profiles / CVs to pass on to our clients for their future recruitment campaigns. 
		   
		  Mission :  
		   
		 
		 Experienced Z/OS system engineer, able to install, configure, activate and perform both investigation and problem resolution of products typically used in a z/OS environment. 
		 Team in charge of the management of a mainframe environment (HW / SW) including associated security (RACF), storage (DASD, Tape, B&R, DRP), compliance, metrology, performance, automation, network aspects.+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/sap-abap-consultant-mf-103079,103079,2026-09-10T13:03:01.075360,Rwanda,SAP ABAP Consultant (M/F),SAP ABAP Consultant (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  SAP ABAP Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Liaise with delivery teams to help develop the business around future technical features in line with the organisation's strategy and objectives. 
	 Participating in the design and delivery phases of developments. 
	 Mentor junior ABAP or technical team members within the organisation. You will be responsible for building assets and accelerators in SAP ABAP and other niche technical areas. 
	 Development in ABAP and ABAP Object language, UI5, FIORI ... 
	 Carrying out technical analyses of customer requests. 
	 Drafting technical documentation and user manuals. 
	 Unit testing....+plus","We are looking for a  SAP ABAP Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Liaise with delivery teams to help develop the business around future technical features in line with the organisation's strategy and objectives. 
	 Participating in the design and delivery phases of developments. 
	 Mentor junior ABAP or technical team members within the organisation. You will be responsible for building assets and accelerators in SAP ABAP and other niche technical areas. 
	 Development in ABAP and ABAP Object language, UI5, FIORI ... 
	 Carrying out technical analyses of customer requests. 
	 Drafting technical documentation and user manuals. 
	 Unit testing....+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/sap-fi-cops-consultant-mf-103080,103080,2026-09-10T13:03:01.075504,Rwanda,SAP FI-CO/PS Consultant (M/F),SAP FI-CO/PS Consultant (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  SAP FI-CO/PS Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Design, implement, deploy and support SAP financial solutions for finance, accounting, cost control and controlling. 
	 Maintain skills in SAP application process design and configuration; SAP application design, development, integration, testing and deployment; and SAP application technical architecture. 
	 Understand business requirements to complete printing, testing and support for general ledger, accounts receivable, accounts payable, controlling and partial fund management. 
	 Identify, evaluate and solve complex business problems in own area of responsibility, where analysis of...+plus","We are looking for a  SAP FI-CO/PS Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Design, implement, deploy and support SAP financial solutions for finance, accounting, cost control and controlling. 
	 Maintain skills in SAP application process design and configuration; SAP application design, development, integration, testing and deployment; and SAP application technical architecture. 
	 Understand business requirements to complete printing, testing and support for general ledger, accounts receivable, accounts payable, controlling and partial fund management. 
	 Identify, evaluate and solve complex business problems in own area of responsibility, where analysis of...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/sap-ehs-consultant-mf-103081,103081,2026-09-10T13:03:01.075644,Rwanda,SAP EHS Consultant (M/F),SAP EHS Consultant (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  SAP EHS Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Define scope and business priorities for small-scale changes and may participate in larger-scale scoping exercises. 
	 Specify and document operational requirements as instructed, ensuring traceability back to source. Analyse them to ensure they are consistent with business objectives and coherent, challenging them positively where necessary. 
	 Work with stakeholders to prioritise requirements. 
	 Participates in the analysis of stakeholder objectives and underlying issues arising from the investigation of business requirements and issues, and identifies options for consideration. 
	 Work...+plus","We are looking for a  SAP EHS Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Define scope and business priorities for small-scale changes and may participate in larger-scale scoping exercises. 
	 Specify and document operational requirements as instructed, ensuring traceability back to source. Analyse them to ensure they are consistent with business objectives and coherent, challenging them positively where necessary. 
	 Work with stakeholders to prioritise requirements. 
	 Participates in the analysis of stakeholder objectives and underlying issues arising from the investigation of business requirements and issues, and identifies options for consideration. 
	 Work...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/senior-sap-consultant-mf-103082,103082,2026-09-10T13:03:01.075824,Rwanda,Senior SAP Consultant (M/F),Senior SAP Consultant (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  Senior SAP Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Participating in preliminary studies and drawing up specifications. 
	 Carrying out end-to-end enhancements/projects validated in the SAP Logistics Purchasing, Stocks or Production Planning workbook (design, parameterisation, implementation, testing, change management, training, post-go-live support, etc.) with a strong commitment to results and close interaction with business correspondents. 
	 Participating in the development and strengthening of the team by carrying out continuous improvement actions and being active in knowledge sharing and mutual assistance. 
	 Adapting software...+plus","We are looking for a  Senior SAP Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Participating in preliminary studies and drawing up specifications. 
	 Carrying out end-to-end enhancements/projects validated in the SAP Logistics Purchasing, Stocks or Production Planning workbook (design, parameterisation, implementation, testing, change management, training, post-go-live support, etc.) with a strong commitment to results and close interaction with business correspondents. 
	 Participating in the development and strengthening of the team by carrying out continuous improvement actions and being active in knowledge sharing and mutual assistance. 
	 Adapting software...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/sap-mmsdewmppqmcar-consultant-mf-103083,103083,2026-09-10T13:03:01.075977,Rwanda,SAP MM/SD/EWM/PP/QM/CAR Consultant (M/F),SAP MM/SD/EWM/PP/QM/CAR Consultant (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  SAP MM/SD/EWM/PP/QM/CAR Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Accompanying and supporting our users in their day-to-day activities and problems by being a driving force behind the continuous improvement of the solution. 
	 Carrying out end-to-end enhancements/projects validated in the SAP Logistics Purchasing, Stocks or Production Planning workbook (design, configuration, implementation, testing, change management, training, post-go-live support, etc.), with a strong commitment to results and close interaction with business correspondents. 
	 Maintain the Customer's information system in an operational state. 
	 Overseeing and...+plus","We are looking for a  SAP MM/SD/EWM/PP/QM/CAR Consultant (M/F)  for our client, a multinational IT services company. 
	   
	  Mission:  
	   
	 
	 Accompanying and supporting our users in their day-to-day activities and problems by being a driving force behind the continuous improvement of the solution. 
	 Carrying out end-to-end enhancements/projects validated in the SAP Logistics Purchasing, Stocks or Production Planning workbook (design, configuration, implementation, testing, change management, training, post-go-live support, etc.), with a strong commitment to results and close interaction with business correspondents. 
	 Maintain the Customer's information system in an operational state. 
	 Overseeing and...+plus",,active
rwandajob,https://www.rwandajob.com/job-vacancies-rwanda/lead-java-jee-developer-mf-103084,103084,2026-09-10T13:03:01.076121,Rwanda,Lead Java JEE Developer (M/F),Lead Java JEE Developer (M/F),AFRICASHORE,Rwanda,#NAME?,"We are looking for a  Lead Java JEE Developer (M/F)  for our client, a multinational IT services company. 
	   
	  Position & Mission :  
	   
	 Working as part of the R&D Department within the Technical Architecture department of the Development teams, in charge of specific technical areas, your scope will include. 
	 
	 Design and technical development using Java/JEE technologies; 
	 Development and maintenance of the software package framework; 
	 Instruction and debugging of advanced technical problems; 
	 Participation in the costing and design of technical components; 
	 Level 3 support for business developers on questions relating to the Framework; 
	 Investigation of Java/database/network performance...+plus","We are looking for a  Lead Java JEE Developer (M/F)  for our client, a multinational IT services company. 
	   
	  Position & Mission :  
	   
	 Working as part of the R&D Department within the Technical Architecture department of the Development teams, in charge of specific technical areas, your scope will include. 
	 
	 Design and technical development using Java/JEE technologies; 
	 Development and maintenance of the software package framework; 
	 Instruction and debugging of advanced technical problems; 
	 Participation in the costing and design of technical components; 
	 Level 3 support for business developers on questions relating to the Framework; 
	 Investigation of Java/database/network performance...+plus",,active
